strategy,trade_date,last_signal_date,cash,market_value,total_equity,nav,position_count,gross_exposure,locked_count,buffer_kept_count,band_reweight_count,locked_value,candidate_count,executed,equity_before,max_total_positions,position_ratio,position_cap_skipped,cash_residual_ratio,intentional_cash_ratio,planned_cash_buffer_ratio,unexpected_cash_residual_ratio,planned_vs_filled_notional_gap,planned_vs_filled_share_gap,buy_order_shortfall_ratio,t1_not_tradable_reject_count,limit_block_reject_count,corporate_action_status,ledger_eod_equity,ledger_reconciliation_error_bps,ledger_event_count,strict_ledger_frozen
vls_mom_contrarian_v1_frozen,2023-01-18,2023-01-17,50533.47173924998,457299.0,507832.47173925,1.0156649434785001,10,0.9004918461275616,10.0,0.0,0.0,453171.0,10.0,0.0,503704.47173925,10.0,1.0,6.0,0.10033420842540916,0.0,0.0,0.10033420842540916,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,507832.47173925,0.0,24,
vls_mom_contrarian_v1_frozen,2023-01-19,2023-01-18,50533.47173924998,457945.0,508478.47173925,1.0169569434785,10,0.9006182669515972,10.0,0.0,0.0,457299.0,10.0,0.0,507832.47173925,10.0,1.0,5.0,0.099598763731801,0.0,0.0,0.099598763731801,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,508478.47173925,0.0,24,
vls_mom_contrarian_v1_frozen,2023-01-20,2023-01-18,50533.47173924998,463513.0,514046.47173925,1.0280929434785,10,0.9016947406169863,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,514046.47173925,0.0,26,1.0
vls_mom_contrarian_v1_frozen,2023-01-30,2023-01-20,50533.47173924998,468746.0,519279.47173925,1.0385589434785,10,0.9026854045086827,10.0,0.0,0.0,463513.0,10.0,0.0,514046.47173925,10.0,1.0,5.0,0.09800098810480401,0.0,0.0,0.09800098810480401,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,519279.47173925,0.0,26,
vls_mom_contrarian_v1_frozen,2023-01-31,2023-01-30,50533.47173924998,500494.0,551027.47173925,1.1020549434785,10,0.908292282452366,10.0,0.0,0.0,468746.0,10.0,0.0,519279.47173925,10.0,1.0,7.0,0.09724137600145515,0.0,0.0,0.09724137600145515,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,551027.47173925,0.0,26,
vls_mom_contrarian_v1_frozen,2023-02-01,2023-01-31,50533.47173924998,497361.0,547894.47173925,1.0957889434785,10,0.907767874388593,10.0,0.0,0.0,500494.0,10.0,0.0,551027.47173925,10.0,1.0,8.0,0.09090544686103844,0.0,0.0,0.09090544686103844,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,547894.47173925,0.0,26,
vls_mom_contrarian_v1_frozen,2023-02-02,2023-02-01,50533.47173924998,485478.0,536011.47173925,1.0720229434785,10,0.9057231525749272,10.0,0.0,0.0,497361.0,10.0,0.0,547894.47173925,10.0,1.0,7.0,0.09251919298695202,0.0,0.0,0.09251919298695202,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,536011.47173925,0.0,26,
vls_mom_contrarian_v1_frozen,2023-02-03,2023-02-02,50533.47173924998,486311.0,536844.47173925,1.0736889434785,10,0.9058694381716674,10.0,0.0,0.0,485478.0,10.0,0.0,536011.47173925,10.0,1.0,7.0,0.0939789615325829,0.0,0.0,0.0939789615325829,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,536844.47173925,0.0,26,
vls_mom_contrarian_v1_frozen,2023-02-06,2023-02-03,50533.47173924998,479907.0,530440.47173925,1.0608809434785,10,0.9047330012855979,10.0,0.0,0.0,486311.0,10.0,0.0,536844.47173925,10.0,1.0,8.0,0.09443999960416644,0.0,0.0,0.09443999960416644,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,530440.47173925,0.0,26,
vls_mom_contrarian_v1_frozen,2023-02-07,2023-02-06,50533.47173924998,482020.0,532553.47173925,1.0651069434785,10,0.9051109899364391,10.0,0.0,0.0,479907.0,10.0,0.0,530440.47173925,10.0,1.0,8.0,0.09498675187314197,0.0,0.0,0.09498675187314197,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,532553.47173925,0.0,26,
vls_mom_contrarian_v1_frozen,2023-02-08,2023-02-07,8129.978374499973,520257.0,528386.9783745,1.056773956749,10,0.984613590593185,9.0,9.0,0.0,431116.0,10.0,2.0,532553.47173925,10.0,1.0,7.0,0.015303604555042436,0.0,0.0,0.015303604555042436,8689.263000000006,0.0,0.08567695961995254,0.0,0.0,NO_ACTION_CONFIRMED,528386.9783745,0.0,30,
vls_mom_contrarian_v1_frozen,2023-02-09,2023-02-08,8129.978374499973,523225.0,531354.9783745,1.062709956749,10,0.984699534764178,10.0,9.0,0.0,520257.0,10.0,0.0,528386.9783745,10.0,1.0,7.0,0.015342940542267241,0.0,0.0,0.015342940542267241,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,531354.9783745,0.0,30,
vls_mom_contrarian_v1_frozen,2023-02-10,2023-02-09,8129.978374499973,522422.0,530551.9783745,1.061103956749,10,0.9846763772337472,10.0,9.0,0.0,523225.0,10.0,0.0,531354.9783745,10.0,1.0,7.0,0.01532818754733216,0.0,0.0,0.01532818754733216,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,530551.9783745,0.0,30,
vls_mom_contrarian_v1_frozen,2023-02-13,2023-02-10,8129.978374499973,526641.0,534770.9783745,1.0695419567489999,10,0.9847972707883065,10.0,9.0,0.0,522422.0,10.0,0.0,530551.9783745,10.0,1.0,8.0,0.015246807078099864,0.0,0.0,0.015246807078099864,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,534770.9783745,0.0,30,
vls_mom_contrarian_v1_frozen,2023-02-14,2023-02-13,9710.518071249993,528244.0,537954.51807125,1.0759090361424999,10,0.981949183908585,8.0,7.0,0.0,425541.0,10.0,4.0,534770.9783745,10.0,1.0,5.0,0.01811459293101554,0.0,0.0,0.01811459293101554,9895.204000000012,0.0,0.09112461759760136,0.0,0.0,NO_ACTION_CONFIRMED,537954.51807125,0.0,38,
vls_mom_contrarian_v1_frozen,2023-02-15,2023-02-14,5337.996939250013,529815.0,535152.99693925,1.0703059938785,10,0.9900252881516498,9.0,6.0,0.0,473972.0,10.0,2.0,537954.51807125,10.0,1.0,6.0,0.009921798358791162,0.0,0.0,0.009921798358791162,5461.764000000032,0.0,0.08566666666666715,0.0,0.0,NO_ACTION_CONFIRMED,535152.99693925,0.0,42,
vls_mom_contrarian_v1_frozen,2023-02-16,2023-02-15,5337.996939250013,522791.0,528128.99693925,1.0562579938785002,10,0.9898926266685105,10.0,6.0,0.0,529815.0,10.0,0.0,535152.99693925,10.0,1.0,6.0,0.009986057244600244,0.0,0.0,0.009986057244600244,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,528128.99693925,0.0,42,
vls_mom_contrarian_v1_frozen,2023-02-17,2023-02-16,5337.996939250013,518219.0,523556.99693925004,1.0471139938785001,10,0.9898043632871754,10.0,6.0,0.0,522791.0,10.0,0.0,528128.99693925,10.0,1.0,7.0,0.010119713300328778,0.0,0.0,0.010119713300328778,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,523556.99693925004,0.0,42,
vls_mom_contrarian_v1_frozen,2023-02-20,2023-02-16,5337.996939250013,520117.0,525454.99693925,1.0509099938785,10,0.9898411910242674,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,525454.99693925,0.0,44,1.0
vls_mom_contrarian_v1_frozen,2023-02-21,2023-02-20,5337.996939250013,517925.0,523262.99693925004,1.0465259938785,10,0.989798634777399,10.0,6.0,0.0,520117.0,10.0,0.0,525454.99693925,10.0,1.0,5.0,0.010155871155320602,0.0,0.0,0.010155871155320602,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,523262.99693925004,0.0,44,
vls_mom_contrarian_v1_frozen,2023-02-22,2023-02-21,5337.996939250013,518005.0,523342.99693925004,1.0466859938785,10,0.9898001941929688,10.0,6.0,0.0,517925.0,10.0,0.0,523262.99693925004,10.0,1.0,5.0,0.010194059580189903,0.0,0.0,0.010194059580189903,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,523342.99693925004,0.0,44,
vls_mom_contrarian_v1_frozen,2023-02-23,2023-02-22,5337.996939250013,513566.0,518903.99693925004,1.0378079938785,10,0.989712939251314,10.0,6.0,0.0,518005.0,10.0,0.0,523342.99693925004,10.0,1.0,5.0,0.010180780419649102,0.0,0.0,0.010180780419649102,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,518903.99693925004,0.0,44,
vls_mom_contrarian_v1_frozen,2023-02-24,2023-02-23,5337.996939250013,512772.0,518109.99693925004,1.0362199938785002,10,0.9896971744016051,10.0,6.0,0.0,513566.0,10.0,0.0,518903.99693925004,10.0,1.0,6.0,0.01024724904133894,0.0,0.0,0.01024724904133894,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,518109.99693925004,0.0,44,
vls_mom_contrarian_v1_frozen,2023-02-27,2023-02-23,5337.996939250013,511209.0,516546.99693925004,1.0330939938785,10,0.9896659994717232,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,516546.99693925004,0.0,46,1.0
vls_mom_contrarian_v1_frozen,2023-02-28,2023-02-27,5337.996939250013,511351.0,516688.99693925004,1.0333779938785002,10,0.9896688395323471,10.0,6.0,0.0,511209.0,10.0,0.0,516546.99693925004,10.0,1.0,6.0,0.010334980911606251,0.0,0.0,0.010334980911606251,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,516688.99693925004,0.0,46,
vls_mom_contrarian_v1_frozen,2023-03-01,2023-02-28,5337.996939250013,512034.0,517371.99693925004,1.0347439938785001,10,0.9896824780412752,10.0,6.0,0.0,511351.0,10.0,0.0,516688.99693925004,10.0,1.0,8.0,0.010343572217879977,0.0,0.0,0.010343572217879977,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,517371.99693925004,0.0,46,
vls_mom_contrarian_v1_frozen,2023-03-02,2023-03-01,5337.996939250013,511367.0,516704.99693925004,1.0334099938785,10,0.989669159441325,10.0,6.0,0.0,512034.0,10.0,0.0,517371.99693925004,10.0,1.0,8.0,0.010338804182191037,0.0,0.0,0.010338804182191037,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,516704.99693925004,0.0,46,
vls_mom_contrarian_v1_frozen,2023-03-03,2023-03-02,5337.996939250013,510882.0,516219.99693925004,1.0324399938785,10,0.9896594533902215,10.0,6.0,0.0,511367.0,10.0,0.0,516704.99693925004,10.0,1.0,6.0,0.010317940761360566,0.0,0.0,0.010317940761360566,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,516219.99693925004,0.0,46,
vls_mom_contrarian_v1_frozen,2023-03-06,2023-03-03,5337.996939250013,508641.0,513978.99693925004,1.0279579938785002,10,0.9896143675694185,10.0,6.0,0.0,510882.0,10.0,0.0,516219.99693925004,10.0,1.0,6.0,0.010336241677823278,0.0,0.0,0.010336241677823278,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,513978.99693925004,0.0,46,
vls_mom_contrarian_v1_frozen,2023-03-07,2023-03-06,5337.996939250013,504282.0,509619.99693925004,1.0192399938785002,10,0.9895255347684357,10.0,6.0,0.0,508641.0,10.0,0.0,513978.99693925004,10.0,1.0,7.0,0.010387511959935843,0.0,0.0,0.010387511959935843,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,509619.99693925004,0.0,46,
vls_mom_contrarian_v1_frozen,2023-03-08,2023-03-07,5337.996939250013,502931.0,508268.99693925004,1.0165379938785,10,0.9894976932069535,10.0,7.0,0.0,504282.0,10.0,0.0,509619.99693925004,10.0,1.0,6.0,0.010520438735754032,0.0,0.0,0.010520438735754032,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,508268.99693925004,0.0,46,
vls_mom_contrarian_v1_frozen,2023-03-09,2023-03-08,5337.996939250013,502833.0,508170.99693925004,1.0163419938785,10,0.9894956678531416,10.0,7.0,0.0,502931.0,10.0,0.0,508268.99693925004,10.0,1.0,8.0,0.01050179024618305,0.0,0.0,0.01050179024618305,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,508170.99693925004,0.0,46,
vls_mom_contrarian_v1_frozen,2023-03-10,2023-03-08,5337.996939250013,499724.0,505061.99693925004,1.0101239938785,10,0.9894310065465248,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,505061.99693925004,0.0,48,1.0
vls_mom_contrarian_v1_frozen,2023-03-13,2023-03-10,5337.996939250013,496796.0,502133.99693925004,1.0042679938785,10,0.9893693775530282,10.0,7.0,0.0,499724.0,10.0,0.0,505061.99693925004,10.0,1.0,8.0,0.010587356593906345,0.0,0.0,0.010587356593906345,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,502133.99693925004,0.0,48,
vls_mom_contrarian_v1_frozen,2023-03-14,2023-03-10,5337.996939250013,487745.0,493082.99693925004,0.9861659938785001,10,0.9891742425263395,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,493082.99693925004,0.0,50,1.0
vls_mom_contrarian_v1_frozen,2023-03-15,2023-03-14,5337.996939250013,488376.0,493713.99693925004,0.9874279938785001,10,0.9891880785792126,10.0,10.0,0.0,487745.0,10.0,0.0,493082.99693925004,10.0,1.0,7.0,0.010820885602963763,0.0,0.0,0.010820885602963763,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,493713.99693925004,0.0,50,
vls_mom_contrarian_v1_frozen,2023-03-16,2023-03-15,5337.996939250013,483404.0,488741.99693925004,0.9774839938785,10,0.9890780882905924,10.0,10.0,0.0,488376.0,10.0,0.0,493713.99693925004,10.0,1.0,8.0,0.010880703500769735,0.0,0.0,0.010880703500769735,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,488741.99693925004,0.0,50,
vls_mom_contrarian_v1_frozen,2023-03-17,2023-03-16,5337.996939250013,483950.0,489287.99693925004,0.9785759938785,10,0.9890902761305367,10.0,10.0,0.0,483404.0,10.0,0.0,488741.99693925004,10.0,1.0,7.0,0.01087276932428866,0.0,0.0,0.01087276932428866,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,489287.99693925004,0.0,50,
vls_mom_contrarian_v1_frozen,2023-03-20,2023-03-17,5337.996939250013,481965.0,487302.99693925004,0.9746059938785001,10,0.9890458360141883,10.0,10.0,0.0,483950.0,10.0,0.0,489287.99693925004,10.0,1.0,7.0,0.010885030062452066,0.0,0.0,0.010885030062452066,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,487302.99693925004,0.0,50,
vls_mom_contrarian_v1_frozen,2023-03-21,2023-03-20,5756.8856280000255,489687.0,495443.885628,0.990887771256,10,0.9883803478153679,9.0,9.0,0.0,434848.0,10.0,2.0,487302.99693925004,10.0,1.0,6.0,0.01185622929499809,0.0,0.0,0.01185622929499809,5111.832000000009,0.0,0.0976901408450706,0.0,0.0,NO_ACTION_CONFIRMED,495443.885628,0.0,54,
vls_mom_contrarian_v1_frozen,2023-03-22,2023-03-20,5756.8856280000255,489128.0,494884.885628,0.9897697712560001,10,0.9883672227720298,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,494884.885628,0.0,56,1.0
vls_mom_contrarian_v1_frozen,2023-03-23,2023-03-20,5756.8856280000255,487119.0,492875.885628,0.985751771256,10,0.9883198066777708,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,492875.885628,0.0,58,1.0
vls_mom_contrarian_v1_frozen,2023-03-24,2023-03-23,5756.8856280000255,491046.0,496802.885628,0.993605771256,10,0.9884121332734958,10.0,9.0,0.0,487119.0,10.0,0.0,492875.885628,10.0,1.0,6.0,0.01169547482820067,0.0,0.0,0.01169547482820067,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,496802.885628,0.0,58,
vls_mom_contrarian_v1_frozen,2023-03-27,2023-03-24,5756.8856280000255,489307.0,495063.885628,0.990127771256,10,0.9883714288294383,10.0,9.0,0.0,491046.0,10.0,0.0,496802.885628,10.0,1.0,7.0,0.011611426004743977,0.0,0.0,0.011611426004743977,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,495063.885628,0.0,58,
vls_mom_contrarian_v1_frozen,2023-03-28,2023-03-27,5756.8856280000255,487409.0,493165.885628,0.986331771256,10,0.988326675068635,10.0,9.0,0.0,489307.0,10.0,0.0,495063.885628,10.0,1.0,7.0,0.011663722743598346,0.0,0.0,0.011663722743598346,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,493165.885628,0.0,58,
vls_mom_contrarian_v1_frozen,2023-03-29,2023-03-27,5756.8856280000255,484659.0,490415.885628,0.9808317712560001,10,0.9882612170675751,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,490415.885628,0.0,60,1.0
vls_mom_contrarian_v1_frozen,2023-03-30,2023-03-27,5756.8856280000255,481271.0,487027.885628,0.9740557712560001,10,0.9881795564527547,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,487027.885628,0.0,62,1.0
vls_mom_contrarian_v1_frozen,2023-03-31,2023-03-30,5756.8856280000255,481600.0,487356.885628,0.974713771256,10,0.9881875360792701,10.0,9.0,0.0,481271.0,10.0,0.0,487027.885628,10.0,1.0,6.0,0.011867105159549583,0.0,0.0,0.011867105159549583,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,487356.885628,0.0,62,
vls_mom_contrarian_v1_frozen,2023-04-03,2023-03-30,5756.8856280000255,479691.0,485447.885628,0.970895771256,10,0.9881410841442793,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,485447.885628,0.0,64,1.0
vls_mom_contrarian_v1_frozen,2023-04-04,2023-03-30,5756.8856280000255,477524.0,483280.885628,0.9665617712560001,10,0.9880879095383232,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,483280.885628,0.0,66,1.0
vls_mom_contrarian_v1_frozen,2023-04-06,2023-03-30,5756.8856280000255,474535.0,480291.885628,0.960583771256,10,0.9880137770379512,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,480291.885628,0.0,68,1.0
vls_mom_contrarian_v1_frozen,2023-04-07,2023-03-30,5756.8856280000255,474753.0,480509.885628,0.961019771256,10,0.9880192150043363,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,480509.885628,0.0,70,1.0
vls_mom_contrarian_v1_frozen,2023-04-10,2023-03-30,5756.8856280000255,474037.0,479793.885628,0.959587771256,10,0.9880013359893804,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,479793.885628,0.0,72,1.0
vls_mom_contrarian_v1_frozen,2023-04-11,2023-03-30,5756.8856280000255,473587.0,479343.885628,0.958687771256,10,0.9879900718448557,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,479343.885628,0.0,74,1.0
vls_mom_contrarian_v1_frozen,2023-04-12,2023-03-30,5756.8856280000255,473712.0,479468.885628,0.958937771256,10,0.9879932028947828,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,479468.885628,0.0,76,1.0
vls_mom_contrarian_v1_frozen,2023-04-13,2023-03-30,5756.8856280000255,473498.0,479254.885628,0.958509771256,10,0.9879878415418627,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,479254.885628,0.0,78,1.0
vls_mom_contrarian_v1_frozen,2023-04-14,2023-03-30,5756.8856280000255,473175.0,478931.885628,0.9578637712560001,10,0.9879797403331138,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,478931.885628,0.0,80,1.0
vls_mom_contrarian_v1_frozen,2023-04-17,2023-03-30,5756.8856280000255,474524.0,480280.885628,0.9605617712560001,10,0.9880135025143203,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,480280.885628,0.0,82,1.0
vls_mom_contrarian_v1_frozen,2023-04-18,2023-03-30,5756.8856280000255,472611.0,478367.885628,0.9567357712560001,10,0.9879655683398513,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,478367.885628,0.0,84,1.0
vls_mom_contrarian_v1_frozen,2023-04-19,2023-03-30,5756.8856280000255,473532.0,479288.885628,0.9585777712560001,10,0.987988693665498,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,479288.885628,0.0,86,1.0
vls_mom_contrarian_v1_frozen,2023-04-20,2023-03-30,5756.8856280000255,469426.0,475182.885628,0.9503657712560001,10,0.9878849053656641,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,475182.885628,0.0,88,1.0
vls_mom_contrarian_v1_frozen,2023-04-21,2023-03-30,5756.8856280000255,463806.0,469562.885628,0.939125771256,10,0.9877399049111374,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,469562.885628,0.0,90,1.0
vls_mom_contrarian_v1_frozen,2023-04-24,2023-03-30,5756.8856280000255,462005.0,467761.885628,0.9355237712560001,10,0.9876927004852671,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,467761.885628,0.0,92,1.0
vls_mom_contrarian_v1_frozen,2023-04-25,2023-03-30,5756.8856280000255,455827.0,461583.885628,0.923167771256,10,0.9875279752884623,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,461583.885628,0.0,94,1.0
vls_mom_contrarian_v1_frozen,2023-04-26,2023-03-30,5756.8856280000255,461608.0,467364.885628,0.934729771256,10,0.987682246131383,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,467364.885628,0.0,96,1.0
vls_mom_contrarian_v1_frozen,2023-04-27,2023-03-30,5756.8856280000255,460410.0,466166.885628,0.932333771256,10,0.9876505907959451,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,466166.885628,0.0,98,1.0
vls_mom_contrarian_v1_frozen,2023-04-28,2023-03-30,5756.8856280000255,463702.0,469458.885628,0.9389177712560001,10,0.9877371889120834,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,469458.885628,0.0,100,1.0
vls_mom_contrarian_v1_frozen,2023-05-04,2023-03-30,5756.8856280000255,465086.0,470842.885628,0.9416857712560001,10,0.9877732343341631,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,470842.885628,0.0,102,1.0
vls_mom_contrarian_v1_frozen,2023-05-05,2023-03-30,5756.8856280000255,478692.0,484448.885628,0.9688977712560001,10,0.9881166294344196,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,484448.885628,0.0,104,1.0
